TeacherID,TeacherName,Age,Gender,Expertise,YearsOfExperience,TeacherRating,TotalCourses,TotalEnrollments,AverageCourseRating,MinimumCourseRating,MaximumCourseRating,CourseRatingStd,RatingConsistencyIndex,RatingConsistencyPercent,PerformanceTier,TeacherRatingNorm,CourseRatingNorm,EnrollmentNorm,ExperienceNorm,PerformanceScore
TC00045,Emily Gutierrez,28,Female,Web Development,5,1.07,17,56,2.8005357142857146,1.13,4.79,1.2273436499468822,0.7545312700106236,75.45312700106236,Low,0.005102040816326536,0.21347102342786695,0.010862409479921002,0.17391304347826086,8.564590959870099
TC00046,Brent Walters,33,Male,Cybersecurity,6,3.87,9,31,2.888387096774194,1.35,4.94,1.2859344119464093,0.7428131176107181,74.2813117610718,Low,0.7193877551020409,0.2782016742644653,0.0026333113890717576,0.21739130434782608,39.348139703275294
TC00047,Brad Griffin,27,Male,Design,4,1.79,14,65,3.1681538461538463,1.52,4.74,1.1861082532642366,0.7627783493471527,76.27783493471527,Low,0.18877551020408168,0.48433939522929315,0.013824884792626727,0.13043478260869565,23.662047786981553
TC00048,Theresa Gonzalez,30,Male,Finance,7,3.18,15,33,3.3242424242424238,1.3,4.79,1.1771974937936025,0.7645605012412795,76.45605012412796,Low,0.5433673469387756,0.5993485727929801,0.0032916392363396977,0.26086956521739135,42.38967949824114
TC00049,Valerie Wiley,46,Female,Machine Learning,6,3.46,16,95,2.910947368421053,1.13,4.74,1.3645949236718882,0.7270810152656224,72.70810152656225,Low,0.614795918367347,0.2948245323844634,0.023699802501645818,0.21739130434782608,36.08448179973896
TC00050,Alexander Williams,32,Female,Digital Marketing,3,3.41,15,24,3.2925,1.52,4.74,1.0676681213707304,0.7864663757258539,78.64663757258539,Low,0.6020408163265307,0.5759601215001049,0.0003291639236339709,0.08695652173913043,42.23658479392836
TC00051,John Obrien,36,Female,Design,2,1.77,14,63,3.1163492063492066,1.28,4.79,1.2747198320735493,0.7450560335852902,74.50560335852902,Low,0.18367346938775514,0.4461687033639756,0.01316655694535879,0.043478260869565216,21.430113624032302
TC00052,Susan Johnson,34,Female,Business,12,3.43,19,97,2.84340206185567,1.28,4.79,0.8313178375802109,0.8337364324839578,83.37364324839578,Low,0.6071428571428572,0.24505580329806342,0.02435813034891376,0.4782608695652174,36.90715968728664
TC00053,Aaron Kirby,35,Male,Marketing,9,4.29,9,120,3.646666666666667,1.96,4.79,1.0520898237312628,0.7895820352537475,78.95820352537474,Medium,0.8265306122448981,0.8369171854480566,0.031928900592495056,0.34782608695652173,62.28557893465274
TC00054,Shelby Patrick,40,Female,Artificial Intelligence,7,4.28,9,46,3.146304347826087,1.2,4.55,1.1295119077541653,0.7740976184491669,77.40976184491669,Medium,0.8239795918367347,0.46824024906737005,0.007570770243581303,0.26086956521739135,49.76650220253603
TC00055,Alison Wilson,47,Female,Cybersecurity,12,3.53,8,37,2.542972972972973,1.35,4.94,1.1735910343539253,0.765281793129215,76.5281793129215,Low,0.6326530612244898,0.02369365847155991,0.004608294930875576,0.4782608695652174,30.89170679739608
TC00056,Alexis Everett,35,Female,Programming,9,3.95,8,123,2.9804878048780488,1.28,4.74,1.175254317548178,0.7649491364903644,76.49491364903645,Low,0.739795918367347,0.34606331296839743,0.03291639236339697,0.34782608695652173,44.11032484057896
TC00057,Brittany Scott,44,Male,Data Science,7,3.44,15,49,3.2510204081632654,1.28,4.74,0.82446509148346,0.835106981703308,83.5106981703308,Low,0.6096938775510203,0.5453971309133561,0.008558262014483214,0.26086956521739135,43.52952992190507
TC00058,Andrew Anderson,49,Male,Web Development,7,3.71,10,138,2.790797101449275,1.3,4.74,1.1134132840115722,0.7773173431976855,77.73173431976855,Low,0.6785714285714286,0.20629541925076644,0.03785385121790651,0.26086956521739135,36.69749239691218
TC00059,Noah Stewart,48,Female,Cybersecurity,6,3.82,10,47,3.0119148936170212,1.35,4.94,1.3895223425427647,0.722095531491447,72.2095531491447,Low,0.7066326530612246,0.36921941877287967,0.007899934167215274,0.21739130434782608,41.673800412457936
TC00060,Benjamin Gray,48,Female,Project Management,14,3.32,15,92,2.934021739130435,1.23,4.84,1.4678863175602053,0.706422736487959,70.64227364879589,Low,0.5790816326530612,0.31182618894756997,0.02271231073074391,0.5652173913043479,38.624471102207906
